,objid,ra,dec,petroRad_g,group
132,587725468525527195,141.26274697,55.7993581,6.090059,train
133,587725468526772488,145.53231855,57.44079725,5.566249,test
134,587725469056893217,126.57186982,47.07624377,6.121227,valid
135,587725469060563064,135.33229023,53.34851901,8.811305,train
136,587725469062004883,139.76585011,55.42564246,7.955931,train
137,587725469062594714,141.63583348,56.26940779,13.094176,valid
138,587725469064102039,146.56041857,58.32713123,8.03353,train
139,587725469592912117,124.29058707,45.81352572,5.673802,train
140,587725470130372844,124.9456089,47.27013679,9.432262,test
141,587725470666653854,123.29889148,46.3225885,5.78718,train
142,587725470671700244,135.47841314,55.06511754,5.881287,train
143,587725470671962265,136.28234741,55.44455836,8.236802,train
144,587725471204835542,125.53187991,49.00302198,13.679273,train
145,587725471206670487,129.86823918,52.25102953,12.113276,valid
146,587725471207653545,132.45229507,53.7845666,5.322713,test
147,587725471209422932,137.48792842,56.69179337,4.496279,test
148,587725472807518284,154.0959034,60.23489458,17.850943,train
149,587725473881129107,152.82660709,60.87104669,4.639956,train
150,587725473882439790,158.44530496,62.23705193,14.556396,test
151,587725473882767406,159.89472617,62.47601343,6.67517,train
152,587725474418393229,154.24337307,61.54793041,10.561391,train
153,587725474954346597,149.71653378,60.99399726,6.271706,train
154,587725489988239483,255.89432673,58.9175688,10.132422,valid
155,587725490524192990,255.16579249,61.15718543,6.096343,train
156,587725490525831281,257.9575022,57.58954493,15.757759,train
157,587725491062767643,258.72351516,57.67334222,10.756752,test
158,587725491063226396,259.35232687,56.65774434,7.192349,train
159,587725492138541267,262.48378689,53.47738515,9.613332,train
160,587725503409750321,255.8469176,59.65344428,7.137159,train
161,587725503410339953,256.91350302,58.48064124,5.824489,train
162,587725503411716421,258.88665979,55.46456503,9.792456,test
163,587725503947800816,258.37367206,57.34212752,7.287798,train
164,587725504486310027,261.17849188,53.85514884,8.965714,train
165,587725505559265557,261.73184291,55.87347477,6.144569,test
166,587725505559986486,262.33828219,54.25724744,8.289534,train
167,587725550137704581,178.81567176,66.26735141,7.81768,train
168,587725550141898797,202.2421279,65.32450424,7.242466,train
169,587725550655308001,115.87561401,39.09082669,7.484806,test
170,587725550655569945,116.10778259,39.64265045,11.774298,valid
171,587725550670250112,156.03656704,63.83569084,7.204403,train
172,587725550681391257,215.69537156,63.5083855,8.845695,valid
173,587725550681587839,216.45153799,63.30200353,4.80345,valid
174,587725551194603623,119.16190512,44.1280749,12.631363,valid
175,587725551197356189,124.36251704,49.25689842,6.037228,train
176,587725551210004611,170.47906921,66.59377244,6.780065,test
177,587725551210463335,172.83237399,66.82424569,8.489365,valid
178,587725551217082434,210.30541479,65.0226104,7.151753,train
179,587725551730950496,117.77103331,43.42545646,3.439347,train
180,587725551732130057,119.91190762,45.60105171,9.788299,valid
181,587725551747399843,173.31503423,67.23677558,7.109193,train
182,587725551747792989,175.449366,67.23703641,3.934297,valid
183,587725551748513915,179.73275816,67.52338574,6.074428,train
184,587725551750742164,193.13335938,67.45067272,13.105126,train
185,587725551755657288,218.88613453,63.52995016,9.104537,train
186,587725552278569143,144.71168894,62.16785641,10.938004,test
187,587725552285188284,178.368848,67.89979049,4.801887,train
188,587725552286630000,187.25591394,68.01798084,8.585421,valid
189,587725552289185959,202.28571284,67.07188924,4.5111,test
190,587725552810066108,127.63611425,53.86418158,6.709541,test
191,587725552820486154,168.83816287,67.65774777,9.306123,train
192,587725552822976573,183.8787045,68.44076136,4.743656,train
193,587725575885750404,255.91978752,65.5652163,12.799781,train
194,587725576423407648,258.22681505,63.99242089,10.332256,train
195,587725577500360939,263.84221253,57.15160415,4.666758,test
196,587725578033365052,260.06382818,65.7427627,9.174567,valid
197,587725578034544932,261.55729807,63.10166024,10.459081,test
198,587725578036445267,263.6909,58.93755733,12.339763,test
199,587725589845049510,258.5395967,64.22011294,6.527953,train
200,587725590381461714,258.72550048,65.35668563,6.286146,train
201,587725590383820943,261.96885731,60.09727744,12.332884,test
202,587725590920757420,262.61694025,60.14163788,5.912993,valid
203,587725773995835639,120.21141712,44.752275,7.467944,train
204,587725773996228833,120.84622197,45.53108094,8.484751,train
205,587725774533689509,121.50274265,46.79026049,6.958552,valid
206,587725775066628306,114.43269992,39.5225561,6.489645,test
207,587725775067480340,115.65607664,41.14092978,4.151698,train
208,587725816404639826,141.94896241,59.13570226,14.55699,train
209,587725816408047787,155.43907682,63.50858333,11.083028,test
210,587725816423317541,230.45299995,58.08762944,9.828215,valid
211,587725816426594561,240.04248938,52.7925909,8.190172,valid
212,587725816426856915,240.55725247,52.31824561,13.674299,train
213,587725816942362697,144.35688185,60.64166169,6.771914,train
214,587725816953831539,203.94043582,65.87522692,5.703325,test
215,587725816959008981,227.22508354,60.17056129,3.725173,train
216,587725817478119583,140.00057665,59.43598344,4.571645,test
217,587725817480741085,150.03580462,62.98524375,6.585372,train
218,587725817487950008,188.63566496,67.43820297,6.20701,valid
219,587725817500467277,241.32243702,53.12055563,9.44793,train
220,587725818016170093,143.52530713,61.40889157,7.12325,test
221,587725818021871770,170.96047188,67.17028184,7.335013,train
222,587725818035437741,236.66451527,56.64721374,6.778512,valid
223,587725818037534990,242.40392023,53.04121749,16.010778,train
224,587725818557235229,162.20375026,66.61013991,13.719958,train
225,587725818559922298,177.7848729,68.06943515,6.874281,test
226,587725818560315568,180.31120659,68.23253077,9.901138,valid
227,587725818566738064,216.6904122,64.98014256,3.843867,valid
228,587725818570997920,233.37784847,59.08454019,7.538603,train
229,587725818572177659,236.95110919,57.03452227,8.595621,train
230,587725819091419248,148.60475813,64.18482872,9.232183,train
231,587725979614576774,126.83447611,50.40490182,4.016844,test
232,587725980155052203,135.64747308,56.89291665,8.465123,train
233,587725980688187550,125.49653289,50.68720092,5.538761,test
234,587725980691857485,134.91043579,56.87888894,8.713684,test
235,587725981225189474,125.12446236,51.14692542,11.301414,valid
236,587725992499216599,246.89656456,47.16713831,5.844565,train
237,587725993034973383,245.0210309,49.40029409,4.718206,valid
238,587725993040281862,254.45672314,39.21687986,10.051748,train
239,587725994109304872,247.43205249,48.90119938,6.456171,train
240,587726013994958973,179.49920426,1.47642072,8.621446,valid
241,587726014006100115,204.89245699,1.33230771,5.192651,train
242,587726014013571232,221.94011474,1.1144261,8.054739,train
243,587726014013571297,222.00975411,1.04119534,7.69002,train
244,587726014531698817,179.1827145,1.89559986,5.555307,train
245,587726014532681835,181.36470368,1.94811987,8.454853,train
246,587726014535762101,188.46035287,1.87931438,8.668882,test
247,587726014545068280,209.77405533,1.83934045,5.494436,valid
248,587726014552670332,227.09438048,1.31430945,8.594348,train
249,587726015078465728,201.75421487,2.20542666,2.969529,train
250,587726015088689421,225.21909926,1.76419296,8.060271,train
251,587726015089868922,227.88237427,1.76388756,19.973101,train
252,587726015089869102,227.85587171,1.68564905,10.004419,valid
253,587726015090721072,229.80449424,1.63554201,7.706716,test
254,587726015091966099,232.66507358,1.56400195,7.40479,test
255,587726015605309677,178.89533064,2.86094567,7.43955,test
256,587726015620710515,214.0243984,2.52236765,5.775994,valid
257,587726015627657661,229.98221672,2.04443701,6.160246,train
258,587726015628116262,231.00642999,1.9808185,5.833485,valid
259,587726016146047232,187.77931172,3.13030522,10.734688,train
260,587726016158433410,216.06878851,2.79049233,6.060032,test
261,587726016158761021,216.80740357,2.8468436,9.620509,test
262,587726016159547582,218.60330934,2.79895942,14.802768,train
263,587726016162693372,225.77903038,2.73255443,7.170249,valid
264,587726016162890061,226.26531012,2.52090426,7.153196,train
265,587726016679510138,179.94282254,3.7081387,6.012773,test
266,587726016681345186,184.16719357,3.7087631,5.464549,train
267,587726016683442239,188.90706028,3.66671143,8.517015,train
268,587726016684163215,190.50227926,3.64041185,15.115761,valid
269,587726016684294160,190.82805229,3.55019108,13.494271,train
270,587726016686522533,196.0070183,3.53812151,7.998797,train
271,587726016690192540,204.31847839,3.50725436,6.903553,train
272,587726031171813543,173.16469632,1.23534884,5.28546,train
273,587726031171944615,173.50424047,1.34988543,12.613895,train
274,587726031172468837,174.66458445,1.26476587,6.173956,train
275,587726031173320840,176.65279848,1.33082706,5.689553,train
276,587726031179022461,189.60312829,1.2787767,11.173805,train
277,587726031179022513,189.64739713,1.31400343,5.20188,valid
278,587726031183675538,200.22410773,1.21960277,5.064215,test
279,587726031184724148,202.68033451,1.25242094,4.894917,test
280,587726031695577325,143.25185473,1.04174424,7.889951,train
281,587726031704096917,162.70622994,1.57075299,7.234383,train
282,587726031708225604,172.05148211,1.68655434,4.525539,valid
283,587726031715565710,188.8987146,1.7752747,9.501529,valid
284,587726031718056078,194.56335069,1.72292558,6.346161,test
285,587726031719039188,196.88878587,1.6912393,3.852169,valid
286,587726031720939691,201.18394543,1.74900928,6.262295,valid
287,587726032243458186,168.3955325,2.16009738,6.442189,train
288,587726032248766637,180.521032,2.22307774,6.153886,train
289,587726032250077298,183.50557358,2.28678916,6.787078,valid
290,587726032256434238,198.05369227,2.12093988,10.35145,train
291,587726032259186866,204.37727298,2.05077455,3.867175,test
292,587726032259711229,205.55869604,1.95095407,7.695078,valid
293,587726032259973264,206.06951799,2.01814984,5.563901,train
294,587726032268755230,226.21298205,1.48462805,6.187268,test
295,587726032767811784,139.7389021,1.9426612,4.224214,train
296,587726032768139523,140.51652233,1.98864567,6.363577,train
297,587726032773382336,152.48948726,2.2539414,5.925202,train
298,587726032780132518,167.97440562,2.48282975,10.419202,valid
299,587726032780460188,168.70982499,2.46055415,10.853019,valid
300,587726032796582054,205.48243425,2.43739019,7.87717,valid
301,587726032798089450,209.02113404,2.35456577,9.022877,test
302,587726032799858805,212.95290666,2.34027587,5.671552,valid
303,587726032803004661,220.23769748,2.14269611,4.26475,valid
304,587726032804708666,224.17062664,2.06159027,6.695398,train
305,587726033300881609,131.02693494,1.89640977,6.679209,train
306,587726033304944819,140.2860033,2.33393497,8.882733,valid
307,587726033307762903,146.77241936,2.53128702,4.674541,valid
308,587726033310318813,152.60552098,2.63023704,7.134434,train
309,587726033313136788,159.05043034,2.71528689,6.20638,train
310,587726033316544746,166.8321705,2.97235122,13.619838,test
311,587726033323688051,183.1761037,2.93991477,8.292006,train
312,587726033332338829,203.04601855,2.95027825,6.072804,valid
313,587726033333715183,206.13563362,2.95407221,11.304178,train
314,587726033338499199,217.04795679,2.74700537,8.355715,train
315,587726033842208912,141.179997,2.64908244,4.079057,train
316,587726033850269852,159.62532047,3.23147145,11.457304,train
317,587726033850859615,160.95135455,3.16410766,9.396764,train
318,587726033861017763,184.31051509,3.50407904,11.933842,valid
319,587726033861083231,184.35085191,3.44341197,4.659145,valid
320,587726033863049295,188.94631831,3.37013965,6.982141,train
321,587726033863966897,191.03426038,3.32848772,6.604451,test
322,587726033870389388,205.68171816,3.28672106,5.997045,test
323,587726033873797356,213.55840353,3.24325798,8.301058,test
324,587726033874518107,215.06877052,3.13320991,10.628468,train
325,587726100416495932,229.16453591,2.78686098,9.5775,valid
326,587726100952776822,227.75400066,3.42559145,7.694985,train
327,587726100954284083,231.20571841,3.10838794,7.535808,valid
328,587726101484339353,215.67320522,4.40580061,11.503903,train
329,587726101485715646,218.82054007,4.32506196,11.166132,train
330,587726101487223058,222.27686769,3.99320529,6.975525,valid
331,587726101489451160,227.33327296,3.89026608,6.260808,test
332,587726101490434380,229.68369454,3.70761009,6.529035,valid
333,587726101493579862,236.80525463,3.18542851,10.982491,test
334,587726102020030570,212.96713254,4.90860047,7.587374,train
335,587726102020686002,214.54989738,4.94643714,5.954309,train
336,587726102559064135,217.90595245,5.22124582,4.706811,test
337,587726877263528326,314.21632858,-7.35298295,8.19534,test
338,587726877267919208,324.33941048,-8.4821489,4.654362,test
339,587726877270671564,330.63881536,-9.29209185,11.35234,train
340,587726877273161818,336.39399906,-9.64929128,6.496587,valid
341,587726877277945988,347.44501874,-10.49814669,5.077283,train
342,587726877805314522,325.6358696,-8.39278853,9.280602,train
343,587726877810426036,337.29826605,-9.33454706,7.891176,train
344,587726878075060568,328.65774391,-8.65630394,9.112636,train
345,587726878337597807,315.07587555,-6.64286239,4.818802,valid
346,587726878341071265,323.04881253,-7.57061954,7.291394,test
347,587726878346772727,336.22336989,-8.93996349,6.047101,train
348,587726878350508262,344.855482,-9.49698358,12.742676,train
349,587726878872830388,311.51266202,-5.74097825,11.149798,train
350,587726878879383803,326.39806273,-7.44135701,5.281804,valid
351,587726878880628812,329.25716501,-7.83959248,15.420489,train
352,587726878881611947,331.59113083,-8.08996783,13.40159,train
353,587726878882398349,333.30232609,-8.14297005,4.265567,test
354,587726878884167791,337.39854016,-8.47627885,7.715988,valid
355,587726878884495479,338.11191739,-8.70219358,5.807322,test
356,587726878885019889,339.42074293,-8.63075511,4.929369,train
357,587726878889345108,349.35798515,-9.27322075,5.271697,valid
358,587726879414550701,322.57888582,-6.69323709,4.903291,train
359,587726879417565347,329.42987648,-7.39652318,8.056713,train
360,587726879952732487,325.61205473,-6.58676874,13.9913,train
361,587726879953322221,326.92692508,-6.7707912,6.380425,train
362,587726879959220410,340.52646533,-7.89823535,11.294927,test
363,587727177911631959,357.73447618,-11.07227607,6.91793,train
364,587727177913794628,2.70710497,-11.13693712,10.720286,test
365,587727177918971996,14.77868307,-10.93663599,8.632207,valid
366,587727177918972029,14.8753408,-10.90555827,7.037332,test
367,587727177937911917,58.42780205,-7.14103478,10.21792,test
368,587727178448240733,357.12039121,-10.72622502,5.13807,test
369,587727178452303992,6.64004269,-10.77910966,9.007102,train
370,587727178452959334,8.1716218,-10.66615939,3.030017,test
371,587727178458071148,19.91446272,-10.29982375,8.148812,train
372,587727178471178287,50.15486541,-7.82005691,5.640688,valid
373,587727178471702700,51.45067825,-7.59427123,6.141989,train
374,587727178472554674,53.33689404,-7.34081567,7.790319,test
375,587727178982162552,350.3349198,-10.09660028,7.903311,train
376,587727178987733143,3.27310119,-10.37735311,6.837608,test
377,587727179000643637,33.09359107,-9.10006319,8.230222,valid
378,587727179003920399,40.70289316,-8.39906293,6.682872,valid
379,587727179004182597,41.30530312,-8.34838769,7.697482,train
380,587727179526111364,6.74206585,-9.80412408,10.604018,test
381,587727179527815279,10.64163957,-9.91173013,7.898266,train
382,587727179528404997,11.9754994,-9.75388573,9.4561,train
383,587727179531354171,18.83645063,-9.64189171,8.25122,train
384,587727179533189263,23.20428241,-9.47025648,7.391665,train
385,587727179535351910,28.17094055,-9.15094518,6.365251,test
386,587727179538563165,35.49563358,-8.56377105,7.664537,train
387,587727179538759837,35.98546628,-8.49965469,8.432302,train
388,587727179543543902,47.02241975,-7.36629213,9.660049,train
389,587727179549311104,60.08379914,-5.58525138,8.556125,test
390,587727180055445590,349.24326398,-9.00937263,8.96045,train
391,587727180061147206,2.47059614,-9.40480164,6.802931,train
392,587727180064620635,10.45905886,-9.42985055,11.318138,valid
393,587727180065996868,13.68746402,-9.4478307,5.917088,train
394,587727180070977657,25.28467782,-8.83203658,8.93688,valid
395,587727180079628384,45.12432585,-7.1772262,12.080593,valid
396,587727180080808073,47.78438435,-6.91525005,6.8807,train
397,587727180599066732,4.91766065,-8.98952564,5.985686,train
398,587727180599132320,5.07112172,-9.02489083,8.318889,train
399,587727180602474580,12.73352914,-8.9828854,5.143108,train
400,587727180603392098,14.91342332,-8.88122122,13.093066,test
401,587727180609421420,28.82039703,-8.13126679,8.6203,train
402,587727180611256452,33.08630645,-7.93434247,7.698792,valid
403,587727180619579491,52.11463528,-5.91759452,10.448078,test
404,587727212270125762,314.50978824,-7.55764808,6.288942,test
405,587727212274188720,323.78344854,-8.76741651,6.047634,train
406,587727212275368273,326.49568545,-9.1056851,6.4276,test
407,587727212811387035,324.58104289,-8.35132963,8.549735,valid
408,587727212811583857,324.99642082,-8.33878106,7.310411,train
409,587727213343343258,313.31384844,-6.57472675,3.860873,train
410,587727213349437498,327.26902234,-8.1803781,10.945559,train
411,587727213884998130,324.35000426,-7.58786754,5.068441,valid
412,587727214417609177,314.60725229,-5.81284727,9.712955,train
413,587727214420492601,321.18934082,-6.82532062,5.800996,test
414,587727214955266186,316.47825679,-5.69158401,12.08876,test
415,587727220857701103,316.04360233,8.99512906,7.579138,train
416,587727220860977514,323.47057113,10.43972282,7.248308,train
417,587727220871069870,346.92390569,13.2887663,3.713678,train
418,587727220872446185,350.15909761,13.64298183,7.801446,train
419,587727221403877624,337.35696317,12.85869777,3.948099,test
420,587727221411086549,354.25941014,14.12502451,6.003871,train
421,587727221935112616,324.24457801,11.31844434,4.399036,train
422,587727221941141822,338.2692499,13.2689313,6.262295,test
423,587727221944680561,346.45602193,14.2090685,5.996554,train
424,587727221949595849,358.11301239,14.69401061,3.860993,test
425,587727222477750624,337.62003723,13.69641679,6.166023,test
426,587727222485418098,355.6668027,15.2018519,8.933254,test
427,587727222485483555,355.69471505,15.11473065,13.002156,test
428,587727223015342427,339.25658022,14.40485185,11.489935,valid
429,587727223020126335,350.47668382,15.30654408,7.426147,test
430,587727223020716280,351.82439737,15.44248444,5.900777,test
431,587727223554244885,343.98593054,15.16311776,6.607459,train
432,587727223555490031,346.90149346,15.41468145,2.969318,valid
433,587727223560274131,358.26014283,16.08892661,11.574376,test
434,587727223560339461,358.28453107,16.06442032,7.993456,train
435,587727225157124149,8.99950378,-10.93332548,8.345606,train
436,587727225689473109,358.41883435,-10.40553835,10.824354,train
437,587727225691177077,2.44987183,-10.47680751,7.817028,test
438,587727225691177110,2.49364643,-10.61664006,7.243009,valid
439,587727226233028742,13.96620731,-9.98565303,22.284521,train
440,587727226764001335,0.25080273,-9.60344681,7.955183,test
441,587727226769965185,14.091167,-9.63232214,7.411224,train
442,587727226770096309,14.48549251,-9.52523813,12.452581,train
443,587727226770882649,16.2849193,-9.41787645,5.620658,valid
444,587727227302838422,4.86699653,-9.21455169,5.225235,train
445,587727227304738903,9.31527329,-9.336545,6.645089,test
446,587727227305197792,10.38922775,-9.15649974,6.01102,test
447,587727227305263139,10.46029525,-9.30313019,28.738661,train
448,587727227305394267,10.72788108,-9.23041265,17.914164,valid
449,587727227308408903,17.73013382,-9.0540721,5.971069,train
450,587727227309129853,19.47581913,-8.9620588,5.828623,train
451,587727227842003062,10.19364711,-8.83474492,9.746286,valid
452,587727227844690017,16.39501533,-8.60353921,12.869157,train
453,587727231058903086,24.34759403,-9.16865051,12.29709,valid
454,587727231596429435,25.83625412,-8.61187452,8.217409,train
455,587727232132513820,24.03186254,-8.27888813,5.712738,valid
456,587727779742613568,32.46140734,-9.36979141,6.792084,test
457,587727779743138012,33.62498416,-9.36563509,5.676859,test
458,587727780279484498,32.44705613,-9.0173681,9.878665,train
459,587727865641632172,114.60274454,31.51543393,10.689775,train
460,587727865644319116,118.85747343,36.69145623,10.751821,train
461,587727865645826164,121.52960161,39.34243469,11.256744,train
462,587727866181517606,118.99933116,37.46259083,7.8265,train
463,587727866183680257,122.79429899,41.44867657,8.511207,train
464,587727866183942408,123.45055653,41.82384424,7.096024,train
465,587727866184007720,123.46824205,41.93809678,8.189107,test
466,587727866717012374,116.27055951,35.20124791,9.546356,train
467,587727867255849315,119.05112292,39.08211999,6.333567,valid
468,587727867256307982,119.93460757,39.86972895,8.100213,train
469,587727867256438956,120.17676421,40.02731298,12.831521,train
470,587727867256439118,120.17994759,40.2016478,7.586087,train
471,587727873696530511,355.63802505,-10.80142805,3.992609,train
472,587727874232614972,353.76177003,-10.30481722,9.193164,test
473,587727874770468955,356.08136301,-9.90688115,7.034816,train
474,587727875306422297,353.996897,-9.44205002,7.565893,train
475,587727882819534983,30.27473989,-9.5479438,6.531494,train
476,587727942423871625,151.22022879,1.08675592,7.238019,test
477,587727942424068115,151.63150157,1.14170581,12.241777,train
478,587727942951829819,130.85217242,0.9515614,11.520695,test
479,587727942952812834,133.10681388,0.99805512,5.102386,train
480,587727943489094075,131.80870779,1.36240142,10.392091,train
481,587727944031993994,145.45800331,2.1494205,11.427768,train
482,587727944033435756,148.78742807,2.32996071,7.585811,train
483,587727944567816280,143.13371104,2.53377897,9.037631,train
484,587727944569389228,146.6612672,2.6589225,5.158783,train
485,587727944569847943,147.77523589,2.68639773,4.110297,train
486,587728307485933651,155.23220692,1.2360584,13.436772,test
487,587728307486392451,156.31165034,1.32350181,9.909557,test
488,587728307487834316,159.67685038,1.29339239,5.458411,test
