OBJID,RA,DEC
587745541056495682,10:15:19.16,+15:54:48.1
588848900974969063,10:15:23.54,+00:44:48.7
587735349635776648,10:15:35.98,+13:52:33.2
587738947746791551,10:15:44.09,+36:00:46.5
587729387682726068,10:15:45.59,+56:42:23.3
587741815710285952,10:15:46.16,+21:03:23.0
587745539445817584,10:16:03.95,+14:29:40.6
588009371221295180,10:16:10.25,+58:25:37.3
587741817321029713,10:16:11.66,+22:15:35.3
587732136451440807,10:16:12.05,+48:58:33.0
587739157655978129,10:16:31.37,+33:09:51.1
587733079194009742,10:16:58.70,+49:37:37.9
587728307485474917,10:17:01.91,+01:06:03.7
587739158192980142,10:17:10.46,+33:38:53.1
587732049486217264,10:17:15.99,+53:27:42.9
587732771580280986,10:17:37.78,+08:46:27.0
588017626145423498,10:17:56.96,+40:20:08.5
588017604137451696,10:17:58.32,+40:06:17.9
587735349099102488,10:18:10.50,+13:29:55.9
588017627219296425,10:18:13.02,+41:13:04.3
587741390503018581,10:18:18.78,+28:01:06.5
587732578844344340,10:18:19.73,+07:02:57.5
587738410864148624,10:18:23.53,+13:16:42.2
588016892249047155,10:18:28.25,+38:32:58.4
587739375632777370,10:18:29.23,+30:03:29.7
587732136988639349,10:18:44.48,+49:37:37.2
587735663161704521,10:18:50.10,+39:21:43.3
587735348562296961,10:18:56.04,+13:09:26.9
588010359075242099,10:18:59.06,+04:16:54.1
587739159267049522,10:19:08.61,+34:40:30.1
587741830189941000,10:19:17.74,+22:37:04.5
587732483277651999,10:19:18.10,+45:48:48.9
587742061060620381,10:19:31.43,+19:24:17.1
587732702326685867,10:19:35.05,+06:19:34.9
588848898827944106,10:19:40.65,-00:52:17.5
587732582052659422,10:19:46.24,+56:13:54.7
587738410864345286,10:20:09.63,+13:19:46.8
587731869090447536,10:20:13.47,+51:02:04.3
588010358001565897,10:20:17.52,+03:17:38.2
587732770506801333,10:20:27.71,+08:02:43.1
588017605748588691,10:21:02.11,+41:43:11.6
587732136451834004,10:21:02.77,+49:25:19.7
588023046948126845,10:21:16.05,+24:27:25.8
587745541057085533,10:21:21.50,+16:06:51.8
587735661551157414,10:21:26.43,+38:17:47.4
587738946136506430,10:21:30.90,+35:01:07.6
587742061597753495,10:21:40.21,+19:49:42.2
587742567321960626,10:21:53.48,+16:59:04.6
587732134841090153,10:21:55.50,+48:01:52.5
587745538909601998,10:21:59.22,+14:25:22.5
587745243093467307,10:22:12.94,+16:48:06.2
587741815174070421,10:22:15.74,+20:59:52.1
587731499722735777,10:22:22.62,+53:31:32.2
587732153109512274,10:22:40.73,+46:14:19.3
587732152572575858,10:22:43.86,+45:46:01.6
588010358538764431,10:22:48.22,+03:45:32.7
588017626682818712,10:22:50.90,+41:13:00.4
588010359612506277,10:22:51.01,+04:45:56.8
587742568932769961,10:22:56.63,+18:20:41.0
587732581515919493,10:22:57.39,+55:54:49.4
587728879804153945,10:23:06.49,+04:08:04.4
587738410327801941,10:23:23.36,+13:03:21.6
587734948056465565,10:23:28.12,+10:10:16.5
587741708875333647,10:23:32.77,+24:19:30.5
588017605748785383,10:23:41.22,+41:55:12.0
587739157656698907,10:23:41.82,+33:46:26.4
588016890638696597,10:23:44.29,+37:38:28.1
588023047485325427,10:24:08.35,+25:02:30.6
587741815174267066,10:24:11.49,+21:04:51.7
587745540520542248,10:24:20.99,+15:45:14.2
587732048949739637,10:24:25.58,+53:19:13.1
587741828042850468,10:24:29.73,+21:20:31.9
588013382199017699,10:24:38.21,+47:58:26.6
587742014345904250,10:24:38.34,+20:17:14.9
588848898828468408,10:24:43.21,-00:52:49.1
588017977272303631,10:24:54.38,+35:07:38.9
588017625609142398,10:25:14.43,+40:29:11.2
587725818019119154,10:25:23.66,+64:59:55.3
588297864455323810,10:25:24.34,+43:42:44.0
587739156583022696,10:25:25.23,+32:57:12.9
587742567322353780,10:25:25.97,+17:15:41.7
588017702920323191,10:25:31.51,+10:23:40.5
587742566785482925,10:25:59.74,+16:43:16.8
588010360686641161,10:26:00.53,+05:29:03.6
587732772655005761,10:26:28.99,+09:46:56.4
587735660477743201,10:26:38.60,+37:46:28.9
587726032775217335,10:26:40.32,+02:21:50.0
588017112361337011,10:26:42.67,+44:53:11.7
588848900439343290,10:26:51.15,+00:12:39.9
587742775085760596,10:27:03.95,+16:01:04.6
587734861610680462,10:27:04.19,+07:53:04.8
587741602557919329,10:27:08.05,+25:16:30.4
587741708338790402,10:27:08.14,+24:04:51.4
588013382199279737,10:27:13.36,+48:14:41.2
587742062135214300,10:27:14.20,+20:29:31.5
587742774548955236,10:27:25.63,+15:40:55.1
588295841242546181,10:27:31.23,+46:08:41.9
587732576697778361,10:27:39.82,+05:32:45.1
587745539984064732,10:28:20.45,+15:33:38.0
587731499723194480,10:28:29.40,+53:51:59.3
588007005245341821,10:28:42.47,+62:29:31.5
587741816248598670,10:29:04.60,+22:12:45.8
587735662625685548,10:29:06.14,+39:29:24.0
587732482204565622,10:29:18.25,+45:27:16.9
587745244168061065,10:29:18.32,+18:01:48.3
588017705068265616,10:29:19.46,+12:10:06.3
587739158194159717,10:29:20.03,+34:32:11.4
587745540521066631,10:29:23.07,+15:53:29.2
588017625609535586,10:29:36.78,+40:48:26.5
587726032238674086,10:29:41.14,+01:55:12.1
587734864295428186,10:29:41.78,+09:57:40.1
587742774549151874,10:29:41.83,+15:38:48.7
587741490367627368,10:29:44.02,+27:15:15.8
587742061061668951,10:29:51.60,+19:49:59.4
587741829117182206,10:29:51.78,+22:24:01.5
587738409254715525,10:29:57.87,+12:21:25.5
588007004708470915,10:30:04.28,+62:12:30.8
588016891176222849,10:30:06.41,+38:28:08.0
587741829654118537,10:30:06.93,+22:54:03.8
588017703457718327,10:30:14.77,+11:04:15.9
587728879804940338,10:30:19.37,+04:10:10.5
587738946674229508,10:30:25.28,+36:03:34.7
587735663162818812,10:31:30.83,+40:14:50.8
587728949587869796,10:31:35.16,+00:28:31.3
588010358539681931,10:31:37.46,+04:01:07.1
587732483278635061,10:31:45.05,+46:40:18.1
587733079195123879,10:31:55.98,+50:41:05.9
587742772938735686,10:31:58.77,+14:34:54.9
587742060524994758,10:32:00.43,+19:30:42.9
587725473345372324,10:32:02.49,+61:38:09.7
587739157120549024,10:32:07.15,+33:47:02.7
587741815711989787,10:32:07.57,+21:45:23.0
588017979420639324,10:32:10.78,+37:14:10.2
587725816408637556,10:32:11.63,+64:06:32.2
587734950204997656,10:32:16.93,+12:03:21.9
587739648352256135,10:32:43.63,+30:26:28.3
587739377244962829,10:32:44.14,+32:14:15.2
587728309097922563,10:33:21.04,+02:36:58.1
587739375634219130,10:33:24.18,+31:02:24.0
587735348563869836,10:33:25.95,+13:28:24.1
588297864187543677,10:33:29.72,+44:04:34.2
587734948594450580,10:33:30.01,+10:50:26.7
588010359076815005,10:33:33.70,+04:15:49.8
587732048413458584,10:33:40.51,+53:37:01.6
587726033849745611,10:33:49.41,+03:15:08.0
587741816249057426,10:33:55.02,+22:18:43.5
588848899366387902,10:34:09.08,-00:25:47.3
587738411402788984,10:34:19.51,+14:13:17.5
588297865261547631,10:34:34.22,+45:09:07.0
587735347490193688,10:34:39.78,+12:51:08.8
587735661015400641,10:34:46.86,+38:31:24.3
588017627220803765,10:35:29.84,+42:27:57.8
587738617558597758,10:35:33.01,+35:10:50.7
587732484352770278,10:35:33.17,+47:37:35.4
587741488757473444,10:35:35.01,+26:15:30.5
587728309098184843,10:35:49.08,+02:28:15.1
587742061062324434,10:35:50.99,+20:05:57.8
587745540521787610,10:36:10.12,+16:12:51.7
588295840706265264,10:36:11.92,+46:15:09.0
587732583664582834,10:36:25.67,+58:33:22.3
587741489294475438,10:36:26.56,+26:39:34.0
587741602558836844,10:36:27.18,+25:39:09.7
588297864724807792,10:36:27.88,+44:52:57.7
588848899366649959,10:36:30.43,-00:30:20.2
587741567662227527,10:36:30.64,+29:53:22.9
588848900440457365,10:36:57.37,+00:13:47.1
587735347490455643,10:37:05.41,+12:46:14.0
587732482205220899,10:37:15.08,+46:06:00.1
587742568934342806,10:37:36.75,+18:58:00.7
587742060525584544,10:37:37.83,+19:49:59.0
587732772656185469,10:37:38.22,+10:01:01.9
587732050024595557,10:37:39.27,+55:05:01.0
587745243632042091,10:37:48.00,+17:53:47.5
587735661552599116,10:38:06.56,+39:10:37.8
587742568934408296,10:38:17.20,+18:57:01.8
587728308024705218,10:38:26.57,+01:38:14.7
587731499186913478,10:38:51.87,+53:58:19.0
588848899366912194,10:38:52.42,-00:30:48.8
587735661015793792,10:38:53.12,+38:47:58.4
588016891713945689,10:38:54.43,+39:31:09.5
587738947748888702,10:38:56.40,+37:34:03.2
587735349101396076,10:39:05.13,+14:03:42.0
588017978884358341,10:39:09.35,+37:14:13.6
587728948514979905,10:39:11.79,-00:24:34.1
587739648889782429,10:39:13.15,+31:06:50.5
587728310172319822,10:39:20.69,+03:22:09.2
588013382200197210,10:39:21.84,+48:52:44.3
587741830728908915,10:39:28.28,+24:00:52.4
587735663163539498,10:39:47.37,+40:43:18.5
587741828044423269,10:39:52.63,+21:50:41.8
588010360151277717,10:39:57.27,+05:17:21.6
587741600411549721,10:39:57.94,+24:05:28.5
587738948822892575,10:40:17.80,+38:29:13.9
587734950205849745,10:40:31.24,+12:17:39.9
588848900977721477,10:40:34.49,+00:49:02.7
587735662089797791,10:40:34.52,+39:51:50.2
588017978884489337,10:40:38.59,+37:19:59.6
588017978884489450,10:40:45.16,+37:17:42.5
587739648889978979,10:41:04.47,+31:10:16.7
587745538911633492,10:41:04.76,+15:03:55.0
588010358540730555,10:41:09.58,+04:02:27.5
587741817323651198,10:41:16.11,+23:29:47.5
588013383274201190,10:41:19.10,+49:49:32.6
587738409792831670,10:41:24.19,+13:09:34.6
587741709414039693,10:41:27.53,+25:41:03.0
587741708877103268,10:41:32.19,+25:09:53.9
587742566787121303,10:41:32.48,+17:23:58.1
587725474956771483,10:41:39.54,+63:29:40.6
588848900977852579,10:41:53.41,+00:47:35.5
588017604676485251,10:41:58.34,+42:09:23.9
587742569471672421,10:42:01.52,+19:25:00.1
587725551208104053,10:42:09.50,+65:06:05.5
587738946675343557,10:42:14.55,+36:47:38.9
587742568934801447,10:42:18.25,+19:06:53.2
587742864741367935,10:42:21.25,+16:17:14.9
587728880343122147,10:42:33.06,+04:38:30.5
587741817860653252,10:42:38.12,+23:57:06.8
588009371759870052,10:42:50.51,+60:19:45.2
587735662626930820,10:43:10.11,+40:23:39.4
587742062673789090,10:43:12.49,+21:39:25.4
587735663163867190,10:43:24.22,+40:46:40.2
587734949669306534,10:43:39.08,+12:03:38.4
587741828581752983,10:43:51.96,+22:29:39.2
587731869629153568,10:44:13.68,+52:55:35.1
588017702922354750,10:44:14.07,+10:52:37.6
587741817323978884,10:44:26.58,+23:39:40.7
587741830192562184,10:44:43.67,+23:50:37.5
587732577773420642,10:44:51.73,+06:35:48.7
587731868018409493,10:44:54.43,+51:29:30.1
587738946138669202,10:45:04.75,+36:33:39.9
587741828044947503,10:45:09.46,+22:04:42.6
587733080269979841,10:45:21.75,+52:17:24.5
587741708340625495,10:45:22.62,+25:01:01.7
587742013274259635,10:45:24.16,+20:20:27.3
587741709414432986,10:45:34.62,+25:55:04.5
587741532781805744,10:45:36.33,+27:49:37.4
587741489832329277,10:45:49.81,+27:37:11.2
588017110752165990,10:45:56.85,+44:46:24.1
588017705070100577,10:46:08.29,+12:36:59.0
587738409793355943,10:46:10.58,+13:17:30.5
587738409793421383,10:46:22.05,+13:13:17.1
587742572681822370,10:46:24.45,+18:31:51.7
587741490906202146,10:46:25.34,+28:28:43.4
587732136453734601,10:46:27.49,+50:58:26.2
587741603096821765,10:47:02.59,+26:32:34.4
587731500798378062,10:47:16.02,+55:56:25.9
587742571608146110,10:47:45.31,+17:50:20.1
587742773477310660,10:47:56.41,+15:32:49.4
588017627221852253,10:48:01.05,+43:11:11.6
587741603096887456,10:48:12.37,+26:36:08.9
587739648353763417,10:48:14.16,+31:04:51.4
587726032777576639,10:48:14.23,+02:22:26.5
587732482743009445,10:48:16.99,+47:04:38.5
588848899904831516,10:48:19.85,-00:01:19.2
587732578310750357,10:48:28.88,+07:02:14.3
587742773477376122,10:48:36.32,+15:23:51.0
587741829656019171,10:48:47.37,+23:34:07.4
587728308562690180,10:48:48.00,+02:10:40.3
587739096981438652,10:48:58.27,+34:49:52.9
587742567861714965,10:49:02.95,+18:23:01.0
588010358541648071,10:49:10.98,+04:06:08.0
587742865278959753,10:49:16.48,+16:54:48.3
587741815713759412,10:49:21.69,+22:26:27.9
587742774014378100,10:49:24.45,+15:55:43.1
587739648890765482,10:49:33.48,+31:33:39.5
587741490369593475,10:49:35.81,+28:06:04.4
587741600949469244,10:49:37.65,+24:59:19.4
587742568935587892,10:49:42.20,+19:20:29.6
587741816787632305,10:49:57.14,+23:26:51.9
588848900978769958,10:49:57.68,+00:42:02.9
587742061063766107,10:50:00.98,+20:34:22.9
587732134306250905,10:50:02.78,+49:13:05.2
587742572682215596,10:50:04.59,+18:35:47.9
587742567324909752,10:50:06.92,+18:05:33.8
588017978885406850,10:50:18.94,+37:59:38.2
587734950206963722,10:50:30.54,+12:30:08.2
587741709951828125,10:50:32.17,+26:24:16.5
588848900978835610,10:50:32.77,+00:45:12.0
587732482206269647,10:50:45.13,+46:50:32.4
587735348028833998,10:50:57.30,+13:36:30.0
587741709951893627,10:50:59.85,+26:29:06.2
587728949590032524,10:51:16.29,+00:28:33.8
587742568398848212,10:51:25.26,+19:00:51.9
587728947442614411,10:51:38.41,-01:07:34.2
587732577237336266,10:51:38.96,+06:17:51.8
587742774014640136,10:51:44.49,+15:57:50.0
587741817324699783,10:51:44.95,+23:53:29.1
587739295086805145,10:51:56.89,+32:57:23.4
588010358005039204,10:51:58.03,+03:47:31.4
587732484891017331,10:52:01.61,+49:05:41.0
587742061064028246,10:52:11.12,+20:46:48.1
587741816251023533,10:52:51.51,+23:06:07.8
587742573219414057,10:53:00.41,+19:11:54.1
588010358542041244,10:53:01.36,+04:11:57.8
587742863668674740,10:53:04.08,+15:43:21.7
587738946676326440,10:53:10.06,+37:25:28.8
587738409794142337,10:53:13.24,+13:25:44.5
587741602023604344,10:53:14.68,+25:53:50.0
587741816787959941,10:53:18.94,+23:34:23.5
587728947979681877,10:53:21.02,-00:41:11.8
587742773477900446,10:53:37.28,+15:37:12.7
587732772121084017,10:53:51.42,+09:46:36.1
588013384348991587,10:54:05.05,+51:30:01.5
587739406237433967,10:54:12.82,+32:24:49.9
587732701793615998,10:54:22.01,+06:25:16.5
587742572145737931,10:54:25.07,+18:25:47.8
587738616486494340,10:54:27.34,+35:13:05.5
587732483280404603,10:54:39.32,+47:51:44.2
587738946139586619,10:54:48.89,+37:02:49.2
587741816788156520,10:55:00.22,+23:41:29.0
587728947442942096,10:55:01.86,-01:08:31.3
587732134306644085,10:55:05.93,+49:36:25.7
587739607545675901,10:55:09.42,+29:30:01.5
587742774014968011,10:55:13.15,+16:07:48.9
587732484354342925,10:55:14.14,+48:43:27.6
588297864189378708,10:55:24.19,+45:20:24.1
588295842318581828,10:55:24.47,+48:32:47.4
588297864189378731,10:55:25.24,+45:24:18.9
587738409794338991,10:55:25.98,+13:31:01.7
587741816251285679,10:55:38.32,+23:06:27.3
587738411405082673,10:55:47.41,+14:51:56.1
587739098592837672,10:56:02.03,+36:26:14.5
588295840707838065,10:56:09.62,+47:23:32.9
587746210521088081,10:56:23.86,+09:45:23.3
587741815177609438,10:56:43.23,+22:27:52.5
588010358005563556,10:56:45.71,+03:43:08.4
587735349640167588,10:56:55.22,+15:00:34.5
587742567325630684,10:56:59.32,+18:13:30.3
587732581518082240,10:57:09.89,+57:40:46.0
587732578311667826,10:57:20.98,+07:08:00.1
587728879807889520,10:57:21.64,+04:25:13.2
588013382201507994,10:57:26.70,+49:54:18.9
587742061601488955,10:57:47.35,+21:14:00.5
588017977812254799,10:57:53.36,+37:30:53.0
587742060527747096,10:58:01.22,+20:29:13.9
587732771853041822,10:58:05.35,+09:30:06.9
588017721712115896,10:58:22.20,+41:06:09.3
587731890574393517,10:58:23.05,+55:37:04.8
587741830193938491,10:58:28.10,+24:22:31.6
587735349103427676,10:58:31.76,+14:33:11.3
588010359616438494,10:58:33.17,+05:01:20.5
588017111826956425,10:58:33.33,+46:16:04.8
588017111290085466,10:58:34.10,+45:48:45.0
587739295624331358,10:58:43.52,+33:32:39.9
587726031168143415,10:59:05.86,+01:10:55.4
588010359616438384,10:59:07.08,+05:00:22.5
587741707805130810,10:59:12.00,+25:00:33.2
587742775089234003,10:59:38.75,+16:57:34.9
588017111290150956,10:59:38.92,+45:53:29.7
587732577775059085,10:59:45.71,+06:42:07.0
587742774552363166,10:59:49.72,+16:37:26.3
588017604677992585,10:59:54.73,+43:08:51.7
587732482206990481,10:59:56.92,+47:12:54.6
588017626149027981,11:00:10.87,+43:00:27.8
588297864726642901,11:00:11.08,+46:05:51.4
587741600950517839,11:00:14.83,+25:22:40.2
587738948287725595,11:00:16.33,+39:06:46.1
587741534393991216,11:00:31.97,+29:41:44.6
587732582055280826,11:00:44.32,+58:20:07.4
587742863669526722,11:00:47.24,+15:58:08.1
587742863132655792,11:00:48.61,+15:36:09.8
587741816251809918,11:00:49.17,+23:28:25.1
587732136454783126,11:00:52.97,+51:36:18.9
587733081881837711,11:00:55.40,+54:22:01.7
588017703997931718,11:01:11.48,+12:06:13.4
587728309637808276,11:01:21.21,+03:02:25.8
587728307490390027,11:01:38.80,+01:24:48.8
587742865280270508,11:01:39.02,+17:14:49.0
588297863652966513,11:02:05.86,+45:11:02.8
587734891673092202,11:02:12.56,+08:32:48.8
588017110753476772,11:02:26.11,+45:36:20.6
587741491444646000,11:02:28.61,+29:34:37.6
587728309101068476,11:02:30.71,+02:37:06.5
587741490370838647,11:02:38.32,+28:40:36.4
587732135917977689,11:02:38.88,+51:10:31.5
587742865280401528,11:02:59.38,+17:19:49.5
587741600950780014,11:03:04.00,+25:22:50.8
587728310174875836,11:03:06.59,+03:28:30.6
587742061065142402,11:03:08.59,+21:04:45.5
587735349640822974,11:03:22.29,+15:10:39.3
588017567629115444,11:03:23.32,+12:49:14.1
587732484891869306,11:03:28.98,+49:32:43.9
587725819094827146,11:03:31.41,+67:31:39.8
588017110216605790,11:03:38.43,+45:10:47.9
587732134307364963,11:04:18.01,+50:02:02.7
588848899369730254,11:04:25.95,-00:30:44.3
587741600950911149,11:04:26.38,+25:32:16.8
587742775089758339,11:04:32.19,+17:07:40.5
587741489834164266,11:04:37.24,+28:13:40.7
587742567326482585,11:04:50.90,+18:33:50.2
588011098335477799,11:04:51.86,+61:36:36.5
587739408386031861,11:04:58.46,+34:33:01.2
587729388222742551,11:05:01.99,+59:41:03.7
587738947214311615,11:05:11.08,+38:21:29.3
588013382202097870,11:05:24.92,+50:17:44.9
587739647281594516,11:05:25.35,+31:06:19.0
587741830731530308,11:05:28.14,+25:00:59.6
588017567092441231,11:05:31.24,+12:23:40.3
587742567863418924,11:05:31.34,+18:50:04.1
587739607546724423,11:06:06.89,+29:55:58.1
587739609694339095,11:06:10.42,+31:36:58.7
587739609694339096,11:06:11.07,+31:37:00.3
587742573220790409,11:06:23.62,+19:28:51.4
587725818021085352,11:06:25.26,+66:46:23.8
587735348567408793,11:06:26.48,+14:21:49.9
588017702924779578,11:06:27.11,+11:24:49.4
587742865280794847,11:06:28.25,+17:20:44.4
587742014350295119,11:06:44.20,+21:42:56.9
588017604678582353,11:06:48.30,+43:22:20.1
587732580981800993,11:06:49.55,+57:41:07.7
587732772659331185,11:06:49.73,+10:29:08.7
587739406775550041,11:06:53.10,+33:16:50.5
587731891111854200,11:06:53.29,+56:24:25.3
587741828047175800,11:06:59.00,+23:00:22.7
587725551746285596,11:07:06.91,+66:35:04.5
587731870704533766,11:07:13.21,+54:44:12.8
587739609694470200,11:07:18.55,+31:41:58.7
587739609157599397,11:07:46.60,+31:17:29.1
587742864207118486,11:07:48.34,+16:29:54.1
587739098593886256,11:07:59.56,+36:52:20.3
587739647281856710,11:08:18.00,+31:11:28.0
587728310175465544,11:08:23.70,+03:30:00.5
587726033316675714,11:08:25.30,+02:58:38.3
587741600414433403,11:08:25.55,+25:15:38.6
588023670238544064,11:08:32.01,+19:51:28.3
587722983881965739,11:08:43.73,+00:27:27.4
587728678464716951,11:08:49.70,+64:05:15.4
587732577239171242,11:08:55.14,+06:18:30.8
588295842856501404,11:09:13.44,+49:31:10.1
588848899907125443,11:09:20.11,-00:06:55.4
588848898833383482,11:09:20.13,-00:51:13.0
587735349104607386,11:09:29.22,+14:53:39.0
588010359617618037,11:09:32.87,+05:05:49.9
587728309101854898,11:09:33.52,+02:44:28.8
587741600951435422,11:09:35.45,+25:44:35.1
588017109680193627,11:09:50.06,+44:53:15.3
587732582592741482,11:10:00.02,+59:12:55.8
587742863133638870,11:10:23.70,+15:45:34.7
587728880346202204,11:10:24.55,+04:49:48.2
587742775090348125,11:10:27.15,+17:15:06.6
587732582055870638,11:10:35.70,+58:46:05.8
588297864190623826,11:11:04.73,+46:10:26.6
587732580982063269,11:11:04.89,+57:56:54.9
588010359080943817,11:11:26.45,+04:35:38.6
588017110754197623,11:11:35.32,+45:51:43.4
587735348567998632,11:12:06.09,+14:32:36.2
587733080271880288,11:12:28.18,+53:31:28.4
587742775090610243,11:12:34.32,+17:18:16.6
587738411406852256,11:12:37.51,+15:13:02.1
587722983345488023,11:12:39.02,+00:03:58.4
587742189361561817,11:12:42.30,+23:18:28.6
588017947735949408,11:12:48.71,+40:49:10.3
588017109680455808,11:12:49.94,+45:03:49.0
587731890575311033,11:12:51.47,+56:14:41.2
588017705072984184,11:12:55.30,+13:07:20.4
587741829658509409,11:12:57.60,+24:17:42.1
588017948809756751,11:12:58.00,+41:37:18.5
587738947751903350,11:13:23.15,+39:04:09.6
587732772660052102,11:13:28.25,+10:29:09.5
587741600414957613,11:13:28.33,+25:23:18.3
587741828047831123,11:13:30.03,+23:10:37.2
587739296162578603,11:13:30.83,+34:39:11.5
587739099131281567,11:13:31.23,+37:32:46.3
587732583666810972,11:13:34.95,+60:07:30.4
588017978350501987,11:13:41.23,+38:27:26.7
587732482744975392,11:13:44.90,+48:16:21.8
587732482208039175,11:13:45.51,+47:49:15.9
587741828584767648,11:13:47.39,+23:28:57.4
587739407313076267,11:13:50.13,+34:03:21.5
588011097799000155,11:13:53.13,+61:24:55.4
587741531710816349,11:14:01.74,+27:58:51.1
587739098057539679,11:14:02.31,+36:41:41.8
587732582592938194,11:14:04.71,+59:11:02.8
587731891112312918,11:14:07.20,+56:41:18.8
587739295625773067,11:14:15.26,+34:09:15.8
588017947736080494,11:14:23.50,+40:47:28.3
587728308565508282,11:14:27.38,+02:12:49.6
587738948288905408,11:14:34.83,+39:29:22.4
587741829658640540,11:14:45.48,+24:21:58.2
588011097262129301,11:14:48.34,+61:02:12.8
588017703999438946,11:14:52.28,+12:14:23.2
587728309102444777,11:15:08.44,+02:43:33.4
588017603605495937,11:15:27.95,+42:58:09.0
587731889501634624,11:15:29.12,+55:27:22.4
587738615414587483,11:15:29.33,+35:10:56.1
588013383276691626,11:15:36.80,+51:34:35.6
587741532247883801,11:15:37.87,+28:35:30.5
587742864744841361,11:15:38.49,+17:06:42.4
587742014351212618,11:15:43.44,+22:05:07.6
588013383813628020,11:15:52.06,+51:53:57.5
587742060529582231,11:15:54.33,+21:04:18.5
587739647819513943,11:16:07.24,+31:43:03.0
588013384350564483,11:16:07.59,+52:27:39.2
587722984419623022,11:16:12.60,+00:59:35.3
587726033317527673,11:16:17.30,+02:53:19.9
587739096983928923,11:16:23.27,+35:57:25.4
587732702332911766,11:16:31.15,+07:09:09.3
587738615414718507,11:16:33.25,+35:18:22.6
587738411944181854,11:16:34.30,+15:33:24.2
587741829658837210,11:16:46.89,+24:26:28.3
588017979424636984,11:16:47.52,+39:24:11.5
588017722250625140,11:16:54.39,+42:27:02.2
587742013277536386,11:16:55.41,+21:08:59.3
587739295089164424,11:17:08.29,+33:55:10.7
588013382203015171,11:17:33.61,+50:44:41.9
587741828048289914,11:17:43.58,+23:20:17.0
587741489298538622,11:18:02.04,+28:19:46.3
587732583130136762,11:18:07.55,+59:49:26.1
588848899908108426,11:18:21.05,-00:05:11.8
587742774554329189,11:18:21.58,+16:56:02.8
587741602562965640,11:18:22.40,+27:12:07.6
588009370151092295,11:18:23.19,+60:31:39.4
587739296699908240,11:18:24.51,+35:05:47.1
588017947736408096,11:18:26.24,+40:53:14.4
587741709954580607,11:18:34.87,+27:21:56.0
587741489835540606,11:18:54.67,+28:43:31.6
588011097799262262,11:18:59.65,+61:35:38.1
587739648356712544,11:19:25.46,+32:18:58.7
587741602563096649,11:19:30.82,+27:11:49.2
588848900981981419,11:19:33.52,+00:38:03.7
587739607548035173,11:19:41.08,+30:23:04.8
587722982272532664,11:19:45.89,-00:44:08.9
587739608084971606,11:19:52.94,+30:50:20.2
588023670776660086,11:20:20.39,+20:30:28.7
587741829659230384,11:20:25.89,+24:29:46.3
587741828585488547,11:20:44.57,+23:43:59.0
587741829659295751,11:20:45.25,+24:34:27.9
587741602563227815,11:20:45.91,+27:09:32.7
587722983883276339,11:20:48.44,+00:34:50.1
587722982809534568,11:20:49.92,-00:12:41.2
587741532785279042,11:21:02.51,+29:09:39.6
587739608621973526,11:21:04.79,+31:15:08.2
587739406776860804,11:21:22.73,+33:43:37.9
588017949347348602,11:21:22.82,+42:13:10.7
587731891112771700,11:21:26.41,+56:54:33.6
587728309103165501,11:21:26.73,+02:44:48.1
588017627224604695,11:21:32.74,+44:35:49.3
587742775091527847,11:21:44.34,+17:35:56.1
587731889502027889,11:21:46.43,+55:45:17.4
587732769976549504,11:21:57.87,+08:34:23.4
588848900982243556,11:22:05.88,+00:47:21.6
587735348569047233,11:22:05.96,+14:43:52.7
588017725467983965,11:22:06.46,+07:21:35.4
587728310176972961,11:22:13.11,+03:29:26.0
588017979425095751,11:22:13.21,+39:35:18.4
587725818021806112,11:22:16.11,+67:11:21.5
588848899908567249,11:22:31.26,-00:01:01.8
587732702870437990,11:22:32.11,+07:30:50.9
588023669703114941,11:22:36.86,+19:38:21.9
587732702870438042,11:22:45.46,+07:31:13.5
587739296163430556,11:22:46.16,+34:51:56.6
587728679539245209,11:23:06.94,+65:15:06.7
587732135382483119,11:23:08.27,+51:33:30.0
588295841246806079,11:23:13.60,+48:51:42.0
587742061067239589,11:23:22.14,+21:36:52.9
587742572685689149,11:23:43.56,+19:34:01.0
587725039819489424,11:23:47.19,-03:09:09.2
587741491446743161,11:24:13.73,+30:07:36.7
587742013278322800,11:24:22.39,+21:24:25.0
587732134845677639,11:24:24.64,+51:14:05.8
587732772124360818,11:24:29.03,+10:11:01.8
587741532248735903,11:24:48.60,+28:45:06.9
587731890576097356,11:25:02.49,+56:41:55.0
587739609696108637,11:25:11.41,+32:15:31.8
588848900445765844,11:25:17.92,+00:21:01.8
587729154132803722,11:25:19.04,+63:43:45.2
587725550136328325,11:25:19.81,+65:39:03.6
587725039014379682,11:25:25.04,-03:36:02.5
587739609696174241,11:25:29.25,+32:14:42.0
587729387150049419,11:25:31.95,+59:26:16.5
587726031171027019,11:25:32.98,+01:13:36.3
587741488762454019,11:25:50.52,+28:10:16.1
587742863672148165,11:25:57.08,+16:32:12.1
587735349643247722,11:25:58.81,+15:30:15.8
587728308029882555,11:26:01.01,+01:59:02.9
587742773481373850,11:26:06.65,+16:23:34.1
587726033318641811,11:26:26.10,+02:55:57.9
587742865282891911,11:26:28.51,+17:52:58.0
587741531712061562,11:26:29.20,+28:26:40.2
588295840710131845,11:26:45.08,+48:28:35.1
587742060530696249,11:26:59.72,+21:08:30.1
587742191510618170,11:27:04.48,+25:21:11.9
