objid,ra,dec,hubble,petroR90_g,group
J02093947+13585945,32.41446,13.983181,SBa,43.57,valid
J02133749+13434126,33.406209999999994,13.728128,SBa,18.24,train
J01062569+14341670,16.607039999999998,14.571306,SBa,34.34,train
J01154687+14320640,18.94529,14.535111,SBa,13.97,test_expert
J00383175+15140903,9.63229,15.235842000000002,SBa,12.95,train
J01150833+14540337,18.78471,14.900935999999998,SBa,15.27,train
J01285377+14431454,22.22404,14.720706,SBa,20.15,train
J01460179+14142112,26.50746,14.2392,SBa,39.27,test_expert
J01150175+15244853,18.75729,15.413481,SBa,9.77,train
J01232360+15125283,20.84833,15.214675,SBa,22.82,train
J02100819+14363625,32.53412,14.610069,SBa,1.98,test_expert
J02113695+14304530,32.90396,14.512583,SBa,17.62,valid
J02524218-08481583,43.17575,-8.804397,SBa,9.01,test_expert
J02460996-08141138,41.5415,-8.236494,SBa,24.01,train
J02405003-07583257,40.20846,-7.975714,SBa,12.42,train
J03395786-06121513,54.99108,-6.204203,SBa,17.39,train
J11342332-02314557,173.59717,-2.529325,SBa,60.11,train
J13222612-02250578,200.60883,-2.418272,SBa,16.011,train
J11583362-02080841,179.64008,-2.135669,SBa,17.93,test_expert
J13054952-03382534,196.45633,-3.640372,SBa,16.53,test_expert
J11410755-02491081,175.28146,-2.819669,SBa,13.93,test_expert
J11233520-01335635,170.89667,-1.565653,SBa,16.64,valid
J11324327-01255888,173.18029,-1.433022,SBa,22.18,train
J11340931-01354245,173.53878999999995,-1.595125,SBa,18.17,train
J09031266-00451054,135.80275,-0.7529279999999999,SBa,14.32,train
J08582859+00012448,134.61912,0.023467,SBa,8.45,valid
J08565800+52035761,134.24167,52.066003,SBa,18.76,train
J07542488+39221740,118.60367,39.3715,SBa,12.84,train
J08290177+47480231,127.25737,47.800642,SBa,19.94,valid
J09243887+56074727,141.16196000000005,56.129797,SBa,15.35,test_expert
J07561529+41160293,119.06371,41.267481,SBa,23.93,train
J08141708+46003710,123.57117,46.010306,SBa,18.73,train
J08393021+52100390,129.87587,52.16775,SBa,9.94,train
J08424175+52444693,130.67396000000002,52.746369,SBa,33.67,test_expert
J09393795+59472891,144.90812,59.791364,SBa,28.48,train
J16564382+62282267,254.18258,62.47296400000001,SBa,30.75,train
J17230215+53435385,260.75896,53.731625,SBa,15.4,train
J17030679+59472863,255.77829,59.791286,SBa,15.53,train
J17184370+58080662,259.68208,58.135172,SBa,30.57,train
J17250684+56524219,261.2785,56.878386,SBa,22.06,train
J08550338+52030420,133.76408,52.051167,SBa,21.17,test_expert
J09453460+58002077,146.39417,58.005769,SBa,6.47,train
J10261374+61030426,156.55725,61.051183,SBa,9.17,valid
J08471557+51144514,131.81486999999998,51.245872,SBa,12.69,train
J14360042+60290409,219.00175,60.484469,SBa,35.35,test_expert
J08431682+51554975,130.82008000000002,51.930486,SBa,13.41,train
J09062453+55141879,136.60221,55.238553,SBa,14.38,train
J16123013+48590103,243.12554,48.983619,SBa,11.66,valid
J16305541+45524809,247.73087,45.880025,SBa,9.08,train
J16583499+38111483,254.64579,38.18745300000001,SBa,10.51,test_expert
J08511963+54563160,132.83178999999998,54.942111,SBa,9.03,train
J07474327+41231096,116.93029,41.386378,SBa,0.0,train
J11384993+66561690,174.70803999999995,66.938028,SBa,23.94,valid
J13582819+65154661,209.61746,65.262947,SBa,10.95,train
J14024026+65003695,210.66775,65.010264,SBa,17.57,train
J08365315+53422324,129.22146,53.706456,SBa,13.64,train
J08364194+53433833,129.17475,53.727314,SBa,13.58,test_expert
J11070691+66350474,166.77879,66.58465,SBa,28.78,valid
J08332228+53495644,128.34283,53.83234399999999,SBa,8.43,train
J08381202+54453271,129.55008,54.759086,SBa,13.45,test_expert
J14054888+65471431,211.45367,65.787308,SBa,17.23,test_expert
J08503693+57213508,132.65386999999998,57.35974399999999,SBa,12.13,train
J17250837+58455318,261.28487,58.764772,SBa,14.6,valid
J17271404+58215503,261.8085,58.365286,SBa,16.371,valid
J17280141+57311881,262.00587,57.521892,SBa,32.86,valid
J17295664+58235091,262.486,58.397475,SBa,26.92,train
J17320796+56524368,263.03317000000004,56.8788,SBa,11.52,train
J17380928+58425386,264.53867,58.714961,SBa,17.01,train
J07554015+45563463,118.91729,45.942953,SBa,13.48,train
J11395971+67325946,174.99879,67.54985,SBa,10.66,test_expert
J11140395+67221056,168.51646000000005,67.3696,SBa,14.63,test_expert
J16144167+52335987,243.67362000000003,52.56663100000001,SBa,10.76,train
J08494744+54211582,132.44767,54.35439399999999,SBa,12.54,train
J08364842+52425593,129.20175,52.715536,SBa,9.51,train
J08434167+54013492,130.92362,54.02636700000001,SBa,19.53,valid
J08145556+50394583,123.7315,50.662731,SBa,6.8,valid
J17020657+37434996,255.52737,37.730544,SBa,15.36,train
J16455003+43515931,251.45846,43.866475,SBa,13.98,test_expert
J16253048+49502512,246.377,49.840311,SBa,44.19,train
J16410656+46001482,250.27733,46.004117,SBa,13.47,valid
J17041825+38511633,256.07604,38.854536,SBa,11.86,train
J12054072+01343016,181.41967,1.575044,SBa,14.52,valid
J14104105+01202188,212.67104,1.339411,SBa,8.74,train
J14521485+01552515,223.06187000000003,1.923653,SBa,11.52,valid
J15095135+01464435,227.46396,1.778986,SBa,23.67,test_expert
J15132832+02080174,228.368,2.133817,SBa,8.131,train
J08552382+00511570,133.84925,0.854361,SBa,10.3,valid
J09370104+01054373,144.25433,1.095481,SBa,0.97,train
J11013419+01350983,165.39246,1.586064,SBa,11.22,valid
J12034437+01500953,180.93487,1.835981,SBa,25.09,train
J13055813+01473311,196.49221,1.792531,SBa,8.69,train
J10102105+02105118,152.58771000000004,2.180883,SBa,9.73,train
J13522282+02204493,208.09508,2.345814,SBa,14.42,test_expert
J14472311+02054512,221.84629,2.095867,SBa,5.96,train
J11215547+02582141,170.48112,2.972614,SBa,12.8,valid
J13525655+02485139,208.23562,2.814275,SBa,53.76,test_expert
J10020703+03032767,150.52929,3.057686,SBa,12.08,train
J14144958+03452453,213.70658,3.756814,SBa,13.72,train
J14402750+03410793,220.11458,3.685536,SBa,13.93,train
J15280588+03544352,232.0245,3.912089,SBa,5.96,train
J14510642+04503261,222.77675,4.842392,SBa,15.69,train
J22384562-10012124,339.69008,-10.022567,SBa,12.33,valid
J22541821-09265703,343.57587,-9.449175,SBa,47.65,train
J21335358-07104688,323.47325,-7.179689,SBa,20.4,valid
J23065816-09171012,346.74233,-9.286144,SBa,16.56,test_expert
J21383331-06541399,324.63879,-6.903886,SBa,33.14,valid
J02412286-08595936,40.34525,-8.999822,SBa,13.08,train
J02450615-08525145,41.27562,-8.880958,SBa,6.07,train
J02410263-08300668,40.26096,-8.501856,SBa,9.85,test_expert
J03390712-06270294,54.77967,-6.450817,SBa,20.72,valid
J01372540-08555332,24.35583,-8.931478,SBa,10.75,valid
J02034930-08074425,30.95542,-8.128958,SBa,17.4,train
J20522970-05444595,313.12375,-5.746097,SBa,56.94,train
J23174283+13573019,349.4284600000001,13.958386,SBa,12.63,test_expert
J21341849+11125160,323.57704,11.214333,SBa,24.79,train
J23184379+14165244,349.68246,14.281233,SBa,6.08,train
J00080562+14502335,2.02342,14.839819,SBa,5.78,test_expert
J23021172+14282902,345.54883,14.474728,SBa,11.08,valid
J23194007+14513683,349.91696,14.860231,SBa,27.42,valid
J21122077+11131287,318.08654,11.220242,SBa,22.64,test_expert
J22145139+13425490,333.7141200000001,13.71525,SBa,7.87,test_expert
J23093356+15015899,347.38983,15.033053,SBa,25.7,train
J21120129+11294431,318.00537,11.495642,SBa,31.27,train
J00052412+16025991,1.3505,16.049975,SBa,4.46,train
J01171819-10075671,19.32579,-10.132419,SBa,24.9,train
J00570969-09575986,14.29037,-9.966628,SBa,14.09,valid
J00235310-09471226,5.97125,-9.786739,SBa,6.39,test_expert
J00431160-09381605,10.79833,-9.637792,SBa,12.43,train
J00532992-08460412,13.374670000000002,-8.767811,SBa,14.26,valid
J01061753-08331919,16.57304,-8.555330999999999,SBa,9.0,test_expert
J01563797-08431293,29.15821,-8.720258,SBa,10.07,test_expert
J01504183-08312764,27.674290000000006,-8.524344000000001,SBa,10.06,train
J07361680+33072174,114.07,33.122706,SBa,16.29,train
J23485701-09082300,357.23754,-9.139722,SBa,12.5,train
J10524616+60054064,163.19233,60.094622,SBa,14.15,train
J09060497+51440725,136.52071,51.735347,SBa,43.89,valid
J09034213+52001308,135.92553999999998,52.003633,SBa,10.43,valid
J08563682+51292518,134.15341999999998,51.49032800000001,SBa,22.26,valid
J08583731+51524280,134.65546,51.878556,SBa,7.98,train
J09002381+52035136,135.09921,52.064267,SBa,16.82,train
J08493225+50522709,132.38437,50.874192,SBa,11.89,test_expert
J10340857+60015262,158.53571000000005,60.031283,SBa,8.89,train
J11322808+62302657,173.11700000000005,62.507381,SBa,19.77,train
J11392156+62343197,174.83983,62.575547,SBa,16.83,test_expert
J09521146+01054360,148.04775,1.095444,SBa,11.11,train
J10051876+02294463,151.32817,2.495731,SBa,15.74,train
J11305215+01325062,172.71729,1.5473940000000002,SBa,25.07,valid
J11455896+01351771,176.49567,1.588253,SBa,12.56,valid
J11074912+02212392,166.95467,2.356644,SBa,12.1,train
J11192622+03120580,169.85925,3.201611,SBa,8.6,train
J11223765+03070952,170.65687,3.119311,SBa,10.82,train
J11245539+03100682,171.23078999999996,3.168561,SBa,19.88,test_expert
J11385493+03345116,174.72887,3.580878,SBa,6.64,train
J08320215+46142577,128.00896,46.240492,SBa,4.54,train
J08023477+40251661,120.64487,40.421281,SBa,10.2,test_expert
J08200253+44155056,125.01054,44.264044,SBa,11.25,train
J07541055+38524129,118.54396,38.878136,SBa,13.51,train
J10532465+03533497,163.35271,3.893047,SBa,11.85,train
J09105132+02583752,137.71383,2.977089,SBa,12.71,train
J09561544+03461510,149.06433,3.770861,SBa,3.44,valid
J11104488+04303900,167.687,4.510833,SBa,14.67,train
J09033990+03221123,135.91625,3.369786,SBa,28.5,test_expert
J10564611+05393996,164.19212,5.6611,SBa,16.261,train
J09225501+03092494,140.72921000000002,3.156928,SBa,23.58,train
J11480022+04291729,177.00092,4.488136,SBa,60.61,valid
J11102001+04411777,167.58337,4.688269,SBa,8.21,valid
J11211561+05355002,170.31503999999995,5.597228,SBa,10.53,train
J07595714+35485155,119.98808,35.814319,SBa,6.53,test_expert
J14285954+60500073,217.24808,60.833536,SBa,11.04,train
J14524981+60203716,223.20754,60.343656,SBa,13.15,valid
J07372515+29400516,114.35479,29.6681,SBa,16.171,train
J08235191+42131951,125.96629,42.222086,SBa,7.72,valid
J09073594+49382157,136.89975,49.639325,SBa,6.61,train
J09084455+49452829,137.18562,49.757858,SBa,7.28,train
J09103215+50260001,137.63396,50.433336,SBa,31.2,train
J09203057+51403376,140.12736999999998,51.676044,SBa,13.58,test_expert
J09523308+00590280,148.13783,0.984111,SBa,10.86,train
J10270814+00575623,156.78392,0.965619,SBa,58.02,train
J13044699+03541782,196.19579,3.90495,SBa,13.16,test_expert
J13470924+03383789,206.7885,3.643858,SBa,10.51,train
J14401686+03393258,220.07025,3.65905,SBa,10.87,train
J14580571+03174570,224.52379,3.296028,SBa,8.36,train
J15155385+03030114,228.97437,3.050317,SBa,11.67,valid
J15594333+02245568,239.93054,2.415467,SBa,5.3,train
J14492871+03480776,222.36962000000003,3.802156,SBa,15.93,train
J16572674+40440821,254.36142,40.735614,SBa,13.82,train
J17054700+38434117,256.44583,38.728103,SBa,19.85,train
J08221023+40063917,125.54262,40.110881,SBa,11.13,train
J08262616+41155272,126.609,41.264644,SBa,16.48,train
J11284582+58353685,172.19092,58.593569,SBa,23.1,test_expert
J13121377+58321528,198.05737,58.537578,SBa,11.27,valid
J12410356+59534705,190.26483,59.896403,SBa,11.39,test_expert
J10253520+57080919,156.39667,57.135886,SBa,11.19,train
J12553669+60105831,193.90287,60.182864,SBa,15.2,train
J08151245+41125282,123.80187,41.214672,SBa,52.2,train
J08592417+49094028,134.85071000000002,49.161189,SBa,11.13,valid
J10503722+59054523,162.65508,59.095897,SBa,6.45,train
J13322974+03354380,203.12392,3.5955,SBa,19.7,train
J11142669+04050498,168.61121,4.084717,SBa,9.76,train
J12014107+04461143,180.42112,4.769842,SBa,51.04,train
J13493878+04141782,207.41158,4.238283,SBa,63.26,valid
J12030509+05102889,180.77121,5.1746919999999985,SBa,19.83,train
J13093482+04570188,197.39508,4.950522,SBa,7.44,train
J13275503+05134370,201.97929,5.228806,SBa,9.95,train
J11143077+05433341,168.62821,5.725947,SBa,9.93,train
J16111483+47365258,242.81179,47.614606,SBa,15.6,train
J17062918+33335665,256.62158,33.565736,SBa,9.43,train
J16414876+41490745,250.45317000000003,41.818736,SBa,17.29,test_expert
J16514457+39133634,252.93571,39.226761,SBa,12.24,valid
J16560707+38373026,254.02946,38.625072,SBa,11.03,valid
J16024672+51522412,240.69467000000003,51.873367,SBa,7.77,train
J16112482+50135714,242.85342000000003,50.232539,SBa,12.92,train
J11055534+60452716,166.48058,60.757544,SBa,17.51,test_expert
J13063348+61271993,196.6395,61.455536,SBa,21.78,train
J14524282+55543884,223.17842,55.910789,SBa,9.5,train
J13074874+62205018,196.95308,62.347272,SBa,10.09,train
J16304186+40314582,247.67442000000003,40.529394,SBa,16.59,valid
J13080473+61345989,197.01971,61.583303,SBa,22.26,test_expert
J14353193+57390048,218.88304,57.650133,SBa,18.62,train
J15093157+54302346,227.38154,54.506517,SBa,20.33,train
J16293154+40244621,247.38142,40.412836,SBa,14.43,train
J16291298+41090317,247.30408,41.150881,SBa,21.91,train
J17011592+33033196,255.31633,33.058878,SBa,9.8,valid
J16340179+41205265,248.50746,41.347958,SBa,4.53,train
J16255150+43574752,246.46458,43.9632,SBa,7.89,valid
J16410249+40155652,250.26037,40.2657,SBa,19.34,train
J14041523-01382354,211.06346,-1.6398720000000002,SBa,15.86,train
J14044131-02190287,211.17212,-2.317464,SBa,15.56,train
J15421414-01134450,235.55892000000003,-1.229028,SBa,10.59,train
J14150599-01332477,213.77496,-1.556881,SBa,7.83,train
J14455639-02162172,221.48496,-2.2727,SBa,10.34,valid
J15051142-02083103,226.29758,-2.141953,SBa,14.05,train
J14310064-02013228,217.75267,-2.025633,SBa,11.0,test_expert
J15124591-01114322,228.19129,-1.195339,SBa,7.66,train
J23155592+13114603,348.983,13.196119,SBa,25.8,train
J21581528+11292480,329.56367,11.490222,SBa,6.07,train
J00111313+14165377,2.80471,14.281603,SBa,22.36,test_expert
J23274971+15070919,351.9571200000001,15.119219,SBa,39.09,train
J21380245+12321001,324.5102100000001,12.536114,SBa,11.39,train
J21400327+12345524,325.01362,12.582011,SBa,6.48,test_expert
J22152793+13511424,333.86637,13.853956,SBa,11.17,train
J23271350+15283105,351.80625,15.475292,SBa,21.56,train
J22071150-07294351,331.7979200000001,-7.495419,SBa,34.18,train
J20552762-01133088,313.86508,-1.225244,SBa,55.39,train
J21183727-01053791,319.65529,-1.093864,SBa,8.99,train
J21273370-01111903,321.89042,-1.188619,SBa,32.381,test_expert
J20544094-00460075,313.67058,-0.766875,SBa,13.27,train
J21035336+00112372,315.97233,0.189922,SBa,20.63,train
J21045196+00265274,316.2165,0.447983,SBa,10.32,train
J21374144+00531698,324.4226700000001,0.88805,SBa,15.41,test_expert
J20531038+00135680,313.29325,0.232444,SBa,28.52,train
J23090907-00521814,347.28779,-0.871706,SBa,10.03,test_expert
J23212478-00590850,350.35325,-0.985694,SBa,14.15,valid
J00551688-00550462,13.820329999999998,-0.91795,SBa,12.76,train
J23334339-00341050,353.43079,-0.569583,SBa,15.27,train
J23344081-00253777,353.67004,-0.427158,SBa,14.69,valid
J00561960-00073276,14.08167,-0.12576700000000002,SBa,10.86,valid
J00373580+00165046,9.39917,0.280683,SBa,11.54,valid
J21342823+01131646,323.6176200000001,1.221239,SBa,14.61,valid
J22524670+01075806,343.19458,1.132794,SBa,19.8,test_expert
J10233067+53012744,155.87779,53.024289,SBa,9.97,valid
J11161398+55421569,169.05825,55.704358,SBa,65.58,train
J10422847+55105616,160.61862,55.182267,SBa,8.18,train
J11144852+56344151,168.70217,56.578197,SBa,36.74,train
J01215981-01022438,20.49921,-1.040106,SBa,4.49,train
J01285864-00565639,22.24433,-0.948997,SBa,37.55,train
J02432905-01000981,40.87104,-1.002725,SBa,17.37,valid
J03064624-00530643,46.69267,-0.8851190000000001,SBa,33.79,train
J02463523-00272681,41.64679,-0.4574470000000001,SBa,38.35,train
J03485831-00311597,57.24296,-0.521103,SBa,14.99,test_expert
J01160331-00065274,19.01379,-0.11465,SBa,21.61,train
J01150363+00241882,18.76512,0.405228,SBa,8.35,valid
J01143080+00192828,18.62833,0.324522,SBa,21.96,valid
J01152086+00153354,18.836920000000006,0.259317,SBa,13.7,train
J03262446+00442915,51.60192,0.7414310000000001,SBa,11.17,valid
J03404441+01032358,55.18504,1.05655,SBa,14.15,train
J09164639+44235449,139.19329,44.398469,SBa,11.69,train
J08475637+40495473,131.98487,40.831869,SBa,24.55,train
J08031820+31463490,120.82583,31.776361,SBa,13.6,valid
J11454518+55475996,176.43825,55.799989,SBa,13.73,train
J08024189+34564070,120.67454,34.944639,SBa,22.79,test_expert
J08322044+41213203,128.08517,41.358897,SBa,8.26,valid
J12011907+56341296,180.32946,56.570267,SBa,12.42,test_expert
J08044969+29195278,121.20704,29.331328000000006,SBa,14.66,train
J11545533+52461068,178.73054,52.769633,SBa,16.11,test_expert
J11570483+52490391,179.27012,52.817753,SBa,9.82,train
J12585079+52391321,194.71162,52.653669,SBa,7.57,train
J08483401+39270749,132.14171000000002,39.452081,SBa,6.28,test_expert
J09484266+50293178,147.17775,50.492161,SBa,2.57,test_expert
J09310674+49044753,142.77808000000005,49.079869,SBa,7.1,train
J10063516+52563340,151.6465,52.942611,SBa,10.13,valid
J10041544+53233339,151.06433,53.392608,SBa,22.87,train
J09043415+41235217,136.14229,41.397825,SBa,13.72,test_expert
J11351771+50560172,173.82379,50.933811,SBa,17.94,test_expert
J09200881+39094641,140.03671,39.162892,SBa,40.28,train
J09360685+41114323,144.02854,41.195342,SBa,15.43,train
J09325723+41141792,143.23846,41.238311,SBa,10.57,train
J09220122+40342731,140.50508,40.57425300000001,SBa,18.65,test_expert
J07425208+22064580,115.717,22.112722,SBa,3.78,valid
J07543068+25485753,118.62783,25.815981,SBa,17.31,test_expert
J08322360+33052069,128.09833,33.089081,SBa,14.5,valid
J08230120+32005354,125.755,32.014872,SBa,12.82,test_expert
J09094778+37422830,137.44908,37.707861,SBa,12.37,train
J12323458+49231261,188.14408,49.386836,SBa,11.78,train
J08543183+36303460,133.63262,36.509611,SBa,15.49,valid
J09503727+43453375,147.65528999999995,43.759375,SBa,9.43,train
J13484003+48025403,207.16679,48.048342,SBa,9.35,train
J08560592+37474697,134.02467,37.796381,SBa,8.34,test_expert
J12150990+50410736,183.79125,50.685378,SBa,11.67,valid
J14160518+47185045,214.02158,47.314014,SBa,7.56,train
J10150266+05403694,153.76108,5.676928,SBa,16.91,test_expert
J08325374+03501261,128.22392,3.836836,SBa,20.01,valid
J08225763+04230845,125.74012,4.385681,SBa,9.53,train
J10024216+53552941,150.67567,53.924836,SBa,15.34,valid
J10563171+57205232,164.13212,57.347867,SBa,11.6,valid
J11202069+59331753,170.08621000000005,59.554869,SBa,11.32,test_expert
J13263071+59431397,201.62796,59.720547,SBa,11.6,valid
J10440962+06221069,161.04008000000005,6.369636,SBa,12.96,train
J10244511+06244834,156.18796,6.413428,SBa,9.78,train
J11112467+07003569,167.85279,7.009914,SBa,8.17,train
J11075911+07285778,166.99629,7.482717,SBa,7.55,train
J10333453+07472730,158.39387,7.7909169999999985,SBa,20.97,train
J11510651+08454196,177.77712,8.761656,SBa,5.94,train
J12195292+08561528,184.9705,8.937578,SBa,9.5,test_expert
J09182843+06200365,139.61846,6.334347,SBa,9.81,test_expert
J10133571+07503988,153.39879,7.844411,SBa,10.83,train
J10165565+07524614,154.23187,7.879483,SBa,20.19,train
J12234458+09201730,185.93575,9.338139,SBa,17.56,train
J11391758+10453383,174.82325,10.759397,SBa,18.53,test_expert
J11454557+10492851,176.43986999999996,10.824586,SBa,26.25,train
J12162673+10534235,184.11137,10.895097,SBa,8.3,test_expert
J12243757+10502055,186.15654,10.839042,SBa,13.24,train
J11173005+48150045,169.37521,48.250125,SBa,13.09,train
J11285360+48314881,172.22333,48.530225,SBa,28.92,valid
J10412322+46560114,160.34675,46.93365,SBa,20.83,train
J10281225+46381011,157.05104,46.636142,SBa,15.71,train
J10235132+46504423,155.96383,46.845619,SBa,10.8,train
J11185446+49560147,169.72692,49.933742,SBa,7.25,train
J12360010+54131567,189.00042,54.22101899999999,SBa,23.01,valid
J13011712+53513926,195.32133,53.86090600000001,SBa,21.1,train
J13060588+53364887,196.5245,53.613575,SBa,24.52,train
J12151136+54380159,183.79733,54.633775,SBa,15.87,test_expert
J12385243+54593131,189.71846,54.992031,SBa,8.83,valid
J13063245+54375511,196.63521,54.631975,SBa,14.08,train
J13191589+54360644,199.81621,54.601789,SBa,11.99,train
J11442644+55375274,176.11016999999995,55.631317,SBa,9.24,train
J13144651+54051482,198.69379,54.08745,SBa,9.7,valid
J14345246+48394272,218.71858,48.661867,SBa,1.37,test_expert
J16172564+35080870,244.35683,35.13575,SBa,22.74,train
J15100880+46061681,227.53667,46.104669,SBa,18.82,train
J15502792+41043846,237.61633,41.07735,SBa,19.48,train
J16131253+38080262,243.30221,38.134061,SBa,18.2,train
J16165392+34555711,244.22467000000003,34.932531,SBa,14.08,train
J14101391+51064927,212.55796,51.113686,SBa,20.1,test_expert
J16180112+35155802,244.50467000000003,35.266117,SBa,21.55,test_expert
J16182363+35102747,244.59846,35.174297,SBa,18.43,train
J15445704+42195128,236.23767,42.330911,SBa,13.47,train
J14342207+55212914,218.59196,55.358094,SBa,13.92,test_expert
J15283794+50502738,232.15808,50.840939,SBa,58.02,train
J16124466+39181258,243.18608,39.303494,SBa,4.65,train
J16334887+35531855,248.45362000000003,35.888486,SBa,15.67,train
J16055811+44031954,241.49212000000003,44.055428000000006,SBa,3.14,test_expert
J16283923+39310673,247.16346,39.518536,SBa,11.79,test_expert
J16284619+39274737,247.19246,39.463158,SBa,9.91,test_expert
J14463966+55100266,221.66525,55.16740600000001,SBa,16.51,test_expert
J16310321+39334387,247.76337,39.562186,SBa,9.79,valid
J16205381+40061490,245.22421,40.104139,SBa,31.04,valid
J16254093+41014188,246.42054,41.0283,SBa,14.97,train
J16334233+39110649,248.42637,39.185136,SBa,11.63,valid
J01274300-01082251,21.929170000000006,-1.139586,SBa,14.4,valid
J02310702-01061862,37.77925,-1.105172,SBa,17.36,valid
J23153725-00422348,348.90521,-0.706522,SBa,9.33,train
J23333780-00212641,353.4075,-0.357336,SBa,14.68,test_expert
J02483869-00161751,42.16121,-0.271531,SBa,18.58,train
J00520421+00053565,13.01754,0.093236,SBa,8.15,train
J03035781+00260215,45.99087,0.4339310000000001,SBa,14.18,test_expert
J03305001+00311916,52.70837,0.521989,SBa,10.64,train
J01375268+01023486,24.4695,1.043017,SBa,11.1,train
J22585240-00425561,344.71833,-0.715447,SBa,10.07,train
J22525937+00265932,343.2473700000001,0.449811,SBa,13.24,valid
J22142082+01010736,333.58675,1.018711,SBa,53.4,test_expert
J09011409+34484065,135.30871000000002,34.811292,SBa,27.63,valid
J09055944+35223853,136.49767,35.377369,SBa,49.65,train
J07482416+22130373,117.10067,22.217703,SBa,16.78,test_expert
J10202514+07403786,155.10475,7.677183,SBa,12.85,valid
J10315169+07581038,157.96537,7.96955,SBa,22.49,train
J12264429+09025446,186.68454,9.048461,SBa,3.2,train
J11094837+08593858,167.45154,8.99405,SBa,12.04,train
J11414427+09413145,175.43446,9.692069,SBa,19.06,train
J08524063+33215163,133.16929,33.364342,SBa,18.18,train
J09320964+39301675,143.04017,39.50465300000001,SBa,24.34,test_expert
J10401216+45302244,160.05067,45.506233,SBa,11.93,test_expert
J11155848+47034852,168.99367,47.063478,SBa,8.141,test_expert
J11083206+47201075,167.13358,47.336319,SBa,23.64,train
J08224488+06111954,125.687,6.188761,SBa,11.51,train
J08593927+07492317,134.91362,7.823103,SBa,60.33,train
J09024539+08161188,135.68912,8.269967,SBa,9.88,train
J09593763+10195649,149.90679,10.332358,SBa,44.79,test_expert
J09564180+11114471,149.17417,11.195753,SBa,15.81,test_expert
J10021350+11191100,150.55625,11.319722,SBa,13.49,valid
J08383577+28442194,129.64904,28.739428000000004,SBa,19.34,test_expert
J08165261+26272933,124.21921,26.458147,SBa,16.67,test_expert
J09122012+34153626,138.08383,34.260071999999994,SBa,55.44,train
J09500987+38434351,147.54112,38.72875300000001,SBa,5.25,train
J09534922+09113761,148.45508,9.193781,SBa,10.95,valid
J08464522+06573584,131.68842,6.959956,SBa,22.42,valid
J09563518+10054074,149.14658,10.09465,SBa,16.371,train
J10261135+12342570,156.54729,12.573806,SBa,10.74,train
J10185604+13092684,154.7335,13.157456,SBa,35.63,train
J09245740+11322947,141.23917,11.541519,SBa,19.07,valid
J09520846+12375647,148.03525,12.632353,SBa,11.14,test_expert
J10002591+12521525,150.10796000000005,12.870903,SBa,20.15,valid
J10055298+13084534,151.47075,13.145928,SBa,9.45,valid
J10363844+14101602,159.16017,14.171117,SBa,37.25,test_expert
J10204125+13580376,155.17186999999996,13.967710999999998,SBa,13.91,train
J10210172+13595605,155.25717,13.998903,SBa,11.74,train
J08020921+21150991,120.53837,21.252753,SBa,14.64,train
J08184758+24321473,124.69825,24.537425,SBa,9.5,test_expert
J08335869+26062445,128.49454,26.106792,SBa,23.55,train
J10401371+39140272,160.05712,39.234089,SBa,12.89,train
J10103298+37350831,152.63742,37.585642,SBa,11.33,valid
J10070031+37535311,151.75128999999995,37.898086,SBa,21.88,train
